station_id,station_name,brand,address,lat,lng,status,status_label,usual_fuel_types,usual_petrol_types,available_now,unavailable_now,usual_fuel_count,basis_fuel_count,unavailable_count,unavailable_ratio_pct,max_current_streak_days,completely_out_of_all_usual
18616,Metro Fuel Croydon Park,Metro Fuel,"274 GEORGES RIVER RD, CROYDON PARK NSW 2133",-33.8969265,151.103217,green,All usual fuels available,"E10,LPG,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,5,3,0,0.0,0,false
1428,Metro Fuel Fairfield,Metro Fuel,"130 Hamilton  Road, Fairfield NSW 2165",-33.872643,150.945893,green,All usual fuels available,"E10,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
1005,Metro Fuel Greystanes,Metro Fuel,"73 Ettalong Rd, Greystanes NSW 2145",-33.818292,150.95155,green,All usual fuels available,"E10,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
1490,Metro Fuel Homebush,Metro Fuel,"134 John Street, Lidcombe NSW 2141",-33.854822,151.046648,green,All usual fuels available,"E10,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
1377,Metro Fuel Hornsby,Metro Fuel,"275 Pacific Highway, Hornsby NSW 2077",-33.690987,151.099631,green,All usual fuels available,"E10,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
18706,Metro Greenacre,Metro Fuel,"1 DAVID ST, GREENACRE NSW 2190",-33.8964035,151.0592723,green,All usual fuels available,"DL,P95,P98,PDL,U91","P95,P98,U91","P95,P98,U91",,5,3,0,0.0,0,false
18172,Metro Guildford,Metro Fuel,"2 Rawson Road, GUILDFORD NSW 2161",-33.8636594,151.0088717,green,All usual fuels available,"DL,E10,P98,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
20261,Metro Hurlstone Park,Metro Fuel,"13 CANTERBURY RD, CANTERBURY NSW 2193",-33.90781274,151.1252332,green,All usual fuels available,"E10,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
1089,Metro Lane Cove North,Metro Fuel,"533 MOWBRAY RD WEST, LANE COVE NORTH NSW 2066",-33.80597063,151.16627392,green,All usual fuels available,"DL,E10,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,5,3,0,0.0,0,false
20847,Metro Lansdowne,Metro Fuel,"987 HUME HWY, LANSDOWNE NSW 2163",-33.88930372,150.97102323,green,All usual fuels available,"DL,E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,6,4,0,0.0,0,false
2085,Metro Pendle Hill,Metro Fuel,"229 Wentworth Avenue, Pendle Hill NSW 2145",-33.800251,150.955916,green,All usual fuels available,"E10,PDL,U91","E10,U91","E10,U91",,3,2,0,0.0,0,false
19784,Metro Petroleum Birrong,Metro Fuel,"158 Auburn Rd, Birrong NSW 2143",-33.89747,151.02122,green,All usual fuels available,"E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
18670,Metro Petroleum Leichhardt,Metro Fuel,"127-129 MARION ST, LEICHHARDT NSW 2040",-33.8839399,151.1507793,green,All usual fuels available,"DL,E10,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,5,3,0,0.0,0,false
19642,Metro Petroleum Thornleigh,Metro Fuel,"169-171 PENNANT HILLS RD, THORNLEIGH NSW 2120",-33.7249247,151.0882611,green,All usual fuels available,"DL,E10,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,5,3,0,0.0,0,false
20519,Metro Petroleum Westleigh,Metro Fuel,"128 DUFFY AV, WESTLEIGH NSW 2120",-33.72039099,151.06893198,green,All usual fuels available,"P98,PDL,U91","P98,U91","P98,U91",,3,2,0,0.0,0,false
20606,Metro Sefton,Metro Fuel,"101 HECTOR ST, SEFTON NSW 2162",-33.88412578,151.00705243,green,All usual fuels available,"DL,P95,U91","P95,U91","P95,U91",,3,2,0,0.0,0,false
1962,Metro St Ives Chase,Metro Fuel,"164 Warrimoo Avenue, St Ives Chase NSW 2075",-33.710941,151.159927,green,All usual fuels available,"P98,PDL,U91","P98,U91","P98,U91",,3,2,0,0.0,0,false
20848,Metro Toongabbie,Metro Fuel,"5 PICASSO CR, OLD TOONGABBIE NSW 2146",-33.78636098,150.96734091,green,All usual fuels available,"E10,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
19018,Metro Villawood,Metro Fuel,"276 MILLER RD, VILLAWOOD NSW 2163",-33.8876145,150.9920889,green,All usual fuels available,"E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
17991,Metro Wakeley,Metro Fuel,"72 Thorney Rd, FAIRFIELD WEST NSW 2165",-33.8736677,150.9241934,green,All usual fuels available,"E10,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
17232,Metro Willoughby,Metro Fuel,"599 Willoughby Rd, WILLOUGHBY NSW 2068",-33.803882,151.1997448,green,All usual fuels available,"E10,P98,PDL","E10,P98","E10,P98",,3,2,0,0.0,0,false
2452,Metro Yagoona,Metro Fuel,"585 Hume Hwy, YAGOONA NSW 2199",-33.906106,151.014058,green,All usual fuels available,"E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
1502,Mobil 1 Carlingford Car Care,Mobil 1 Carlingford Car Care,"482 North Rocks Rd, Carlingford NSW 2118",-33.765073,151.057902,green,All usual fuels available,"E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
18171,North Ryde Petroleum,Independent,"118 Coxs Rd, North Ryde NSW 2113",-33.80141,151.13036,green,All usual fuels available,"P95,PDL,U91","P95,U91","P95,U91",,3,2,0,0.0,0,false
20546,OTR Baulkham Hills,Shell,"SHELL PETROL STATION 363 WINDSOR RD, BAULKHAM HILLS NSW 2153",-33.76019897,150.99159815,green,All usual fuels available,"E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
20643,OTR Greenacre West,Shell,"74 ROBERTS RD, GREENACRE NSW 2190",-33.89232381,151.06630689,green,All usual fuels available,"E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
20258,OTR Greystanes,Shell,"661 MERRYLANDS RD, GREYSTANES NSW 2145",-33.8293667,150.95266479,green,All usual fuels available,"E10,P95,P98,PDL","E10,P95,P98","E10,P95,P98",,4,3,0,0.0,0,false
20559,OTR Pennant Hills East,Shell,"369 PENNANT HILLS RD, PENNANT HILLS NSW 2120",-33.7387732,151.07375651,green,All usual fuels available,"E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
20630,OTR Pennant Hills West,Shell,"386 PENNANT HILLS RD, PENNANT HILLS NSW 2120",-33.73922917,151.06795194,green,All usual fuels available,"E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
20249,OTR Strathfield,Shell,"9 ALBERT RD, STRATHFIELD NSW 2135",-33.87080278,151.09235462,green,All usual fuels available,"E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
20594,OTR Willoughby,Shell,"616-626 WILLOUGHBY RD, WILLOUGHBY NSW 2068",-33.80591051,151.19881916,green,All usual fuels available,"E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
20832,OTR Woolloomooloo,Shell,"61 COWPER WHARF ROADWAY, WOOLLOOMOOLOO NSW 2011",-33.8696009,151.22131385,green,All usual fuels available,"E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
20108,PRIME PETERSHAM,Prime,"8 CRYSTAL ST, PETERSHAM NSW 2049",-33.88868361,151.15857265,green,All usual fuels available,"DL,E10,P98,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
2141,Powerfuel,Powerfuel,"101 Blaxcell St, GRANVILLE NSW 2142",-33.842551,151.010602,green,All usual fuels available,"DL,E10,P95,U91","E10,P95,U91","E10,P95,U91",,4,3,0,0.0,0,false
20649,SHELL NORTH ROCKS,Shell,"264 NORTH ROCKS RD, NORTH ROCKS NSW 2151",-33.77511,151.022676,green,All usual fuels available,"DL,E10,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,5,3,0,0.0,0,false
18342,SHELL Parramatta CVRO (Self-serve),Shell,"1 DURHAM ST, ROSEHILL NSW 2142",-33.82410264,151.03733463,green,All usual fuels available,DL,DL,DL,,1,1,0,0.0,0,false
20089,SPEEDWAY PARRAMATTA,Speedway,"127A ALFRED ST, PARRAMATTA NSW 2150",-33.81786392,151.01754396,green,All usual fuels available,"DL,P98,U91","P98,U91","P98,U91",,3,2,0,0.0,0,false
18232,SPEEDWAY SACKVILLE STREET FAIRFIELD,Speedway,"115 Sackville Street, FAIRFIELD NSW 2165",-33.8727231,150.9452203,green,All usual fuels available,"DL,E10,P98,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
18584,Shell Croydon,Shell,"418-424 LIVERPOOL RD, CROYDON NSW 2132",-33.888152,151.1150622,green,All usual fuels available,"E10,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
18514,Shell Lane Cove,Shell,"254 BURNS BAY RD, LANE COVE NSW 2066",-33.8171912,151.1518756,green,All usual fuels available,"P95,P98,PDL,U91","P95,P98,U91","P95,P98,U91",,4,3,0,0.0,0,false
113,Shell Reddy  Express Alexandria,Reddy Express,"562-572 Botany Rd, Alexandria NSW 2015",-33.915767,151.200134,green,All usual fuels available,"DL,E10,P95,P98","E10,P95,P98","E10,P95,P98",,4,3,0,0.0,0,false
302,Shell Reddy  Express Hunters Hill,Reddy Express,"4 Ryde Rd, Hunters Hill NSW 2110",-33.831761,151.141656,green,All usual fuels available,"DL,P95,P98,U91","P95,P98,U91","P95,P98,U91",,4,3,0,0.0,0,false
52,Shell Reddy  Express Marsfield,Reddy Express,"189 Epping Rd & Culloden Rd, Marsfield NSW 2122",-33.775212,151.105289,green,All usual fuels available,"E10,P95,P98,U91","E10,P95,P98,U91","E10,P95,P98,U91",,4,4,0,0.0,0,false
391,Shell Reddy  Express Northmead,Reddy Express,"197 Windsor Road, Northmead NSW 2152",-33.7774,151.000088,green,All usual fuels available,"DL,E10,P95,P98,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
105,Shell Reddy  Express Norwest Business Park,Reddy Express,"4 Century Circuit, Baulkham Hills NSW 2153",-33.733555,150.963518,green,All usual fuels available,"DL,E10,P95,P98,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
402,Shell Reddy  Express Parramatta,Reddy Express,"88 Victoria Rd (Cnr Buller St), Parramatta NSW 2150",-33.808902,151.012191,green,All usual fuels available,"E10,P95,P98","E10,P95,P98","E10,P95,P98",,3,3,0,0.0,0,false
513,Shell Reddy  Express Pymble,Reddy Express,"21 Ryde Rd, Pymble NSW 2073",-33.751974,151.143905,green,All usual fuels available,"DL,E10,P95,P98,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
613,Shell Reddy  Express St Ives,Reddy Express,"179-181 Mona Vale Rd, St Ives NSW 2075",-33.731206,151.157571,green,All usual fuels available,"DL,E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,6,4,0,0.0,0,false
802,Shell Reddy Express Annandale,Reddy Express,"124-126 Johnston Street, Annandale NSW 2038",-33.880918,151.170629,green,All usual fuels available,"E10,P95,P98","E10,P95,P98","E10,P95,P98",,3,3,0,0.0,0,false
65,Shell Reddy Express Bass Hill,Reddy Express,"884-888 Hume Hwy (Cnr Strickland St), Bass Hill NSW 2197",-33.89964,150.997487,green,All usual fuels available,"DL,E10,P95,P98,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
435,Shell Reddy Express Bondi Junction,Reddy Express,"120-138 Birrell Street, Bondi Junction NSW 2022",-33.895583,151.248617,green,All usual fuels available,"DL,E10,P95,P98,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
657,Shell Reddy Express Cammeray,Reddy Express,"477-483 Miller St & Palmer St, Cammeray NSW 2062",-33.821107,151.210613,green,All usual fuels available,"DL,E10,P95,P98","E10,P95,P98","E10,P95,P98",,4,3,0,0.0,0,false
34,Shell Reddy Express Chatswood,Reddy Express,"877-879 Pacific Hwy, Chatswood NSW 2067",-33.791717,151.180472,green,All usual fuels available,"DL,E10,P95,P98,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
291,Shell Reddy Express Cremorne,Reddy Express,"227 Military Rd, Cremorne NSW 2090",-33.830574,151.226235,green,All usual fuels available,"DL,E10,P95,P98","E10,P95,P98","E10,P95,P98",,4,3,0,0.0,0,false
813,Shell Reddy Express Drummoyne,Reddy Express,"39- 51 Victoria Rd, Drummoyne NSW 2047",-33.856044,151.158938,green,All usual fuels available,"E10,P98","E10,P98","E10,P98",,2,2,0,0.0,0,false
69,Shell Reddy Express Drummoyne,Reddy Express,"38-46 Victoria Rd, Drummoyne NSW 2047",-33.855759,151.159307,green,All usual fuels available,"DL,E10,P95,P98,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
413,Shell Reddy Express Dundas,Reddy Express,"199-203 Kissing Point Rd (Cnr Kirby St), Dundas NSW 2117",-33.799108,151.045362,green,All usual fuels available,"E10,P95,P98,U91","E10,P95,P98,U91","E10,P95,P98,U91",,4,4,0,0.0,0,false
45,Shell Reddy Express Enfield,Reddy Express,"630-634 Liverpool Road, Strathfield South NSW 2136",-33.88688,151.071135,green,All usual fuels available,"DL,E10,P95,P98,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
55,Shell Reddy Express Guildford,Reddy Express,"295 Woodville Rd, Guildford NSW 2161",-33.850752,150.996951,green,All usual fuels available,"E10,P95,P98,U91","E10,P95,P98,U91","E10,P95,P98,U91",,4,4,0,0.0,0,false
63,Shell Reddy Express Hornsby,Reddy Express,"194-206 Pacific Hwy, Hornsby NSW 2077",-33.7072,151.099147,green,All usual fuels available,"DL,E10,P95,P98,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
635,Shell Reddy Express Lane Cove,Reddy Express,"378 Pacific Hwy (Cnr Allison Ave), Lane Cove NSW 2066",-33.81408,151.176944,green,All usual fuels available,"E10,P95,P98","E10,P95,P98","E10,P95,P98",,3,3,0,0.0,0,false
12,Shell Reddy Express Lansvale,Reddy Express,"65-99 Hume Highway, Canley Vale NSW 2166",-33.893006,150.960593,green,All usual fuels available,"DL,E10,P98","E10,P98","E10,P98",,3,2,0,0.0,0,false
824,Shell Reddy Express Lidcombe,Reddy Express,"18 Parramatta Road, Lidcombe NSW 2141",-33.853927,151.059248,green,All usual fuels available,"DL,E10,P95,P98","E10,P95,P98","E10,P95,P98",,4,3,0,0.0,0,false
380,Shell Reddy Express Merrylands,Reddy Express,"398 Merrylands Rd (Cnr Fowler Rd), Merrylands NSW 2160",-33.834269,150.977397,green,All usual fuels available,"E10,P95,P98,U91","E10,P95,P98,U91","E10,P95,P98,U91",,4,4,0,0.0,0,false
924,Shell Reddy Express North Ryde,Reddy Express,"275 Lane Cove Rd, North Ryde NSW 2113",-33.785039,151.128758,green,All usual fuels available,"E10,P95,P98,U91","E10,P95,P98,U91","E10,P95,P98,U91",,4,4,0,0.0,0,false
502,Shell Reddy Express North Ryde Wicks,Reddy Express,"96 Wicks Road, North Ryde NSW 2113",-33.794129,151.126785,green,All usual fuels available,"E10,P98,U91","E10,P98,U91","E10,P98,U91",,3,3,0,0.0,0,false
491,Shell Reddy Express Northmead Briens,Reddy Express,"100 Briens Road, Northmead NSW 2152",-33.796012,150.989391,green,All usual fuels available,"DL,E10,P95,P98","E10,P95,P98","E10,P95,P98",,4,3,0,0.0,0,false
62,Shell Reddy Express Ryde,Reddy Express,"45 Lane Cove Rd & Myra Ave, Ryde NSW 2112",-33.807231,151.109825,green,All usual fuels available,"E10,P95,P98","E10,P95,P98","E10,P95,P98",,3,3,0,0.0,0,false
73,Shell Reddy Express Smithfield,Reddy Express,"678 The Horsley Drv (Cnr Cumberland Hwy), Smithfield NSW 2164",-33.85369,150.940106,green,All usual fuels available,"E10,P95,P98","E10,P95,P98","E10,P95,P98",,3,3,0,0.0,0,false
558,Shell Reddy Express Stanmore,Reddy Express,"308-310 Parramatta Road, Stanmore NSW 2048",-33.888444,151.164376,green,All usual fuels available,"DL,E10,P95,P98,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
591,Shell Reddy Express Thornleigh,Reddy Express,"188-190 Pennant Hills Rd, Thornleigh NSW 2120",-33.725031,151.085021,green,All usual fuels available,"E10,P95,P98,U91","E10,P95,P98,U91","E10,P95,P98,U91",,4,4,0,0.0,0,false
602,Shell Reddy Express Wahroonga,Reddy Express,"1601 Pacific Hwy & Coonanbarra Rd, Wahroonga NSW 2076",-33.719557,151.11588,green,All usual fuels available,"E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
1003,Shell Yagoona,Shell,"740 Hume Highway, Yagoona NSW 2199",-33.904856,151.011464,green,All usual fuels available,"DL,E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,6,4,0,0.0,0,false
1209,Speedway Auburn,Speedway,"238 Cumberland Rd, Auburn NSW 2144",-33.864119,151.023111,green,All usual fuels available,"DL,E10,P98,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
20125,Speedway Auburn Road,Speedway,"74-78 AUBURN RD, AUBURN NSW 2144",-33.85464928,151.03250756,green,All usual fuels available,"DL,E10,P95,P98,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
1655,Speedway Bass Hill,Speedway,"972 Hume Highway, Bass Hill NSW 2197",-33.896169,150.991302,green,All usual fuels available,"DL,E10,P98,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
2714,Speedway Cammeray,Speedway,"330 Miller St, CAMMERAY NSW 2062",-33.8287134,151.2088097,green,All usual fuels available,"DL,P98,U91","P98,U91","P98,U91",,3,2,0,0.0,0,false
1220,Speedway Fairfield,Speedway,"251 The Horsley Drive, Fairfield NSW 2165",-33.871362,150.962808,green,All usual fuels available,"DL,E10,LPG,P98,U91","E10,P98,U91","E10,P98,U91",,5,3,0,0.0,0,false
2070,Speedway Granville,Speedway,"348 Blaxcell Street, Granville NSW 2142",-33.857163,151.007097,green,All usual fuels available,"DL,E10,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,5,3,0,0.0,0,false
2026,Speedway Haberfield,Speedway,"273 Parramatta Rd, Haberfield NSW 2045",-33.875166,151.128637,green,All usual fuels available,"DL,E10,LPG,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,6,3,0,0.0,0,false
1231,Speedway Horsley Drive,Speedway,"769 The Horsley Dr, SMITHFIELD NSW 2164",-33.8520884,150.9322197,green,All usual fuels available,"DL,E10,P98,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
17270,Speedway Kent Road,Speedway,"38 Kent Rd, NORTH RYDE NSW 2113",-33.7916867,151.1159807,green,All usual fuels available,"DL,E10,P98,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
20131,Speedway Park Road,Speedway,"360 PARK RD, REGENTS PARK NSW 2143",-33.87940324,151.02490548,green,All usual fuels available,"DL,E10,P98,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
1334,Speedway Regents Park,Speedway,"27-29 Amy Steet, Regents Park NSW 2143",-33.883705,151.026875,green,All usual fuels available,"DL,E10,P98,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
18422,Speedway Roseville,Speedway,"20-22 BABBAGE RD, ROSEVILLE NSW 2069",-33.7780213,151.1945551,green,All usual fuels available,"E10,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
1242,Speedway Smithfield,Speedway,"26-28 Smithfield Road, SMITHFIELD NSW 2164",-33.8514799,150.9429309,green,All usual fuels available,"DL,E10,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,5,3,0,0.0,0,false
8282,Speedway South Granville,Speedway,"171 Clyde St, SOUTH GRANVILLE NSW 2142",-33.8474647,151.0129202,green,All usual fuels available,"DL,E10,P98,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
1828,Speedway Villawood,Speedway,"45 Fairfield St, Villawood NSW 2163",-33.869642,150.980674,green,All usual fuels available,"DL,E10,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,5,3,0,0.0,0,false
20021,Speedway Wenty,Speedway,"55-57 STATION ST, WENTWORTHVILLE NSW 2145",-33.80917401,150.97135009,green,All usual fuels available,"DL,E10,P98,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
1733,Speedway West Ryde,Speedway,"899 Victoria Road, West Ryde NSW 2114",-33.81027,151.094204,green,All usual fuels available,"DL,E10,LPG,P98,U91","E10,P98,U91","E10,P98,U91",,5,3,0,0.0,0,false
1175,Speedway Westmead,Speedway,"67-69 Hawkesbury Rd, Westmead NSW 2145",-33.813346,150.98571,green,All usual fuels available,"DL,E10,P98,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
20528,Speedway William Street,Speedway,"2 BLAXCELL ST, GRANVILLE NSW 2142",-33.83625598,151.01101328,green,All usual fuels available,"DL,E10,P98,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
2024,Speedway Woodpark,Speedway,"32-36 Woodpark Rd, WOODPARK NSW 2164",-33.8410479,150.9633347,green,All usual fuels available,"DL,E10,P98,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
18146,Supreme Petroleum Guildford,Supreme Fuel,"210 Guildford Road, GUILDFORD NSW 2161",-33.8551791,150.9909269,green,All usual fuels available,"E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
18454,TEMCO Petroleum,TEMCO Petroleum,"190 WATERLOO RD, GREENACRE NSW 2190",-33.90639479,151.05699356,green,All usual fuels available,"DL,P98,U91","P98,U91","P98,U91",,3,2,0,0.0,0,false
1778,Tanwar Petroleum,Independent,"281 New Canterbury Rd, Lewisham NSW 2049",-33.898544,151.145666,green,All usual fuels available,"DL,E10,P95,P98,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
17147,U-Go Baulkham Hills (Unmanned),U-Go,"117 Seven Hills Rd, BAULKHAM HILLS NSW 2153",-33.7613952,150.9750732,green,All usual fuels available,"E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
